cdd_event_id,customer_id,event_date,event_type,new_risk_score,previous_risk_level,new_risk_level,summary,edd_id,triggered_by,reviewer
CDD_DD0790CC98,CUST_C9B00034,2024-10-31,periodic_review,0.93,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_3B25CA1271,Automated CDD Schedule,Robert Johnson
CDD_085F375573,CUST_C9B00034,2024-11-19,periodic_review,0.863,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_D9111199FF,Automated CDD Schedule,Sarah Chen
CDD_D05CAE213A,CUST_C9B00034,2024-12-24,periodic_review,0.793,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_96244CB81D,Automated CDD Schedule,Michael Rodriguez
CDD_4715C20216,CUST_C9B00034,2025-01-20,periodic_review,0.854,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_1DB77A472A,Automated CDD Schedule,David Kim
CDD_186DFAB2D8,CUST_C9B00034,2025-03-01,periodic_review,0.832,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_8655B0AC11,Automated CDD Schedule,David Kim
CDD_6623CCDEE2,CUST_C9B00034,2025-03-25,periodic_review,0.945,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_9A98DF02CE,Automated CDD Schedule,Lisa Anderson
CDD_B3A150C458,CUST_C9B00034,2025-05-02,periodic_review,0.779,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_1451842227,Automated CDD Schedule,Emily Thompson
CDD_38F18E7D42,CUST_C9B00034,2025-06-10,periodic_review,0.759,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_5CF5F15F92,Automated CDD Schedule,David Kim
CDD_C460AF6A9B,CUST_C9B00034,2025-07-04,periodic_review,0.817,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_BC3BC359B3,Automated CDD Schedule,David Kim
CDD_C0CF65EB17,CUST_C9B00034,2025-08-06,periodic_review,0.778,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_E88C3BC270,Automated CDD Schedule,James Wilson
CDD_706616E0B6,CUST_C9B00034,2025-09-07,periodic_review,0.883,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_B1829414C7,Automated CDD Schedule,Sarah Chen
CDD_0F0526DDA7,CUST_C9B00034,2025-10-16,periodic_review,0.88,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_B77405F050,Automated CDD Schedule,Maria Garcia
CDD_C8625957B6,CUST_11FE5812,2022-07-02,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Michael Rodriguez
CDD_AF7D693A07,CUST_11FE5812,2022-09-30,periodic_review,0.636,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_819EA58A05,CUST_11FE5812,2022-12-21,periodic_review,0.666,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_BD1DE64CE5,CUST_11FE5812,2023-04-04,periodic_review,0.591,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_B403B50110,CUST_11FE5812,2023-06-21,periodic_review,0.662,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_669ED86561,CUST_11FE5812,2023-09-13,periodic_review,0.699,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_28D4D44EC2,Automated CDD Schedule,Robert Johnson
CDD_E71CD298F7,CUST_11FE5812,2023-12-03,periodic_review,0.532,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_AB6A1095B7,CUST_11FE5812,2024-02-25,periodic_review,0.533,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_E7DA313CDA,CUST_11FE5812,2024-05-14,periodic_review,0.625,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_0ACF61ABFA,CUST_11FE5812,2024-08-13,periodic_review,0.695,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_6578E8F6C2,CUST_11FE5812,2024-11-14,periodic_review,0.506,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_E488F2FF9E,CUST_11FE5812,2025-02-26,periodic_review,0.521,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_03A86DC3B5,CUST_11FE5812,2025-06-06,periodic_review,0.607,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_233814453F,CUST_11FE5812,2025-09-16,periodic_review,0.59,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_E424911937,CUST_4A7C73CC,2023-06-20,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_9D83DF6B07,CUST_4A7C73CC,2024-06-19,periodic_review,0.265,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_EB73EFFF8A,CUST_4A7C73CC,2025-06-11,periodic_review,0.296,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_A407C1A76E,CUST_7025386A,2022-10-03,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,James Wilson
CDD_251FE4322F,CUST_7025386A,2023-10-03,periodic_review,0.244,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_3932A5C66A,CUST_7025386A,2024-09-30,periodic_review,0.221,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_A589239E1D,CUST_7025386A,2025-10-03,periodic_review,0.266,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_A9F99D3700,CUST_2B451B8C,2022-04-18,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Sarah Chen
CDD_F1D56996ED,CUST_2B451B8C,2023-04-18,periodic_review,0.304,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_55E273B053,CUST_2B451B8C,2024-04-16,periodic_review,0.204,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_B5BC308423,CUST_2B451B8C,2025-04-30,periodic_review,0.267,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_029D8D38C7,CUST_47127222,2023-03-22,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Jessica Martinez
CDD_A323D46DEE,CUST_47127222,2023-06-20,periodic_review,0.531,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_F28F854C4A,CUST_47127222,2023-09-14,periodic_review,0.573,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_C93177D08A,CUST_47127222,2023-11-29,periodic_review,0.674,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_61116E24B8,CUST_47127222,2024-02-23,periodic_review,0.698,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_BD80271BD9,CUST_47127222,2024-05-11,periodic_review,0.531,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_6382730306,CUST_47127222,2024-08-19,periodic_review,0.547,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_6A9102EEB8,CUST_47127222,2024-11-16,periodic_review,0.691,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_F3ED7BDA0E,CUST_47127222,2025-02-02,risk_level_change,0.589,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,David Kim
CDD_2D8B83569A,CUST_47127222,2025-05-01,periodic_review,0.576,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_B2ABBB9AD2,CUST_47127222,2025-07-28,periodic_review,0.621,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_77DB8FAE3F,CUST_47127222,2025-10-12,periodic_review,0.697,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_5FC9170411,CUST_4D46D775,2023-02-15,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Jessica Martinez
CDD_4B226BB920,CUST_4D46D775,2023-08-14,periodic_review,0.366,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_77B2EE021E,CUST_4D46D775,2024-02-24,periodic_review,0.312,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_A3BDB611B6,CUST_4D46D775,2024-09-03,periodic_review,0.302,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_29678513E2,CUST_4D46D775,2025-03-10,periodic_review,0.367,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_9D09EA0D47,CUST_4D46D775,2025-08-31,periodic_review,0.24,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_516496F50D,CUST_19E072A2,2022-12-21,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Maria Garcia
CDD_6D542E0A03,CUST_19E072A2,2023-06-19,periodic_review,0.24,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_D8E6D533D7,CUST_19E072A2,2023-12-10,periodic_review,0.332,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_EE2F1D5689,CUST_19E072A2,2024-05-30,periodic_review,0.367,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_EABCB2960C,CUST_19E072A2,2024-12-03,periodic_review,0.266,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_5C4DF6FB2B,CUST_19E072A2,2025-06-03,periodic_review,0.225,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_767F4D0F90,CUST_B2FEDB25,2023-05-04,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,James Wilson
CDD_21C7DC3310,CUST_B2FEDB25,2023-10-31,periodic_review,0.2,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_826CFBF4DB,CUST_B2FEDB25,2024-05-07,periodic_review,0.22,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_E2CFA4D03F,CUST_B2FEDB25,2024-11-07,periodic_review,0.256,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_1685279221,CUST_B2FEDB25,2025-05-03,periodic_review,0.386,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_850D45FD31,CUST_B2FEDB25,2025-10-26,periodic_review,0.362,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_BDE076ED16,CUST_A46EC0C8,2023-11-22,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_ADF265FDBD,CUST_A46EC0C8,2024-05-20,periodic_review,0.383,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_FEC4026003,CUST_A46EC0C8,2024-11-11,periodic_review,0.265,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_E5F75DDB31,CUST_A46EC0C8,2025-04-29,periodic_review,0.249,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_08E0D92860,CUST_A46EC0C8,2025-11-06,periodic_review,0.377,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_5FB82DA7B2,CUST_31DDD2F4,2022-03-21,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Jessica Martinez
CDD_D4FAE53F45,CUST_31DDD2F4,2023-03-21,periodic_review,0.305,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_EAC1DCAAD3,CUST_31DDD2F4,2024-03-20,periodic_review,0.396,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_E2039C4817,CUST_31DDD2F4,2025-03-05,periodic_review,0.262,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_6D242A669D,CUST_A1ACFC40,2022-06-17,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Emily Thompson
CDD_605E4E9010,CUST_A1ACFC40,2022-09-15,periodic_review,0.574,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_CAB0A05346,CUST_A1ACFC40,2022-12-03,periodic_review,0.607,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_147C98FAF5,CUST_A1ACFC40,2023-03-14,periodic_review,0.554,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_78015182D3,CUST_A1ACFC40,2023-06-03,periodic_review,0.666,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_E30738FEB3,CUST_A1ACFC40,2023-09-14,periodic_review,0.563,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_0885EB1DD0,Automated CDD Schedule,Jessica Martinez
CDD_3760F496EF,CUST_A1ACFC40,2023-12-21,periodic_review,0.654,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_A7C015DEB5,CUST_A1ACFC40,2024-03-13,periodic_review,0.51,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_4005B00311,CUST_A1ACFC40,2024-06-12,periodic_review,0.579,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_235099DC40,CUST_A1ACFC40,2024-09-07,periodic_review,0.693,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_7CE2998655,CUST_A1ACFC40,2024-12-07,periodic_review,0.506,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_D32803CC00,CUST_A1ACFC40,2025-03-07,periodic_review,0.608,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_CE34AA7272,CUST_A1ACFC40,2025-06-01,periodic_review,0.665,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_E463286152,CUST_A1ACFC40,2025-08-17,periodic_review,0.658,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_92ECA48EBC,CUST_A1ACFC40,2025-11-02,periodic_review,0.582,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_5D8AEB06BA,Automated CDD Schedule,Robert Johnson
CDD_15BBCB758B,CUST_3275FF2E,2023-05-13,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Sarah Chen
CDD_96B0D244BB,CUST_3275FF2E,2023-08-11,periodic_review,0.32,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_42C4C4E37E,CUST_3275FF2E,2023-11-10,periodic_review,0.257,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_7BE0BF7383,CUST_3275FF2E,2024-01-24,periodic_review,0.263,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_1E565C38B3,CUST_3275FF2E,2024-04-24,periodic_review,0.36,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_9AB375A646,CUST_3275FF2E,2024-07-09,periodic_review,0.314,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_FC34FD8318,CUST_3275FF2E,2024-09-24,risk_level_change,0.569,low,medium,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_9F1D12B116,Risk Model,Maria Garcia
CDD_F7F5407D4C,CUST_3275FF2E,2024-12-31,periodic_review,0.534,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_36DAE47A26,CUST_3275FF2E,2025-04-08,periodic_review,0.567,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_4271DA77F8,CUST_3275FF2E,2025-07-15,periodic_review,0.556,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_25FA500D44,CUST_3275FF2E,2025-10-19,periodic_review,0.557,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_124A0AA9B7,CUST_3435E459,2023-01-28,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Emily Thompson
CDD_80B84AACA2,CUST_3435E459,2023-04-28,risk_level_change,0.817,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_3AE2558937,Risk Model,David Kim
CDD_917FF0A866,CUST_3435E459,2023-07-24,periodic_review,0.946,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_E78658D384,Automated CDD Schedule,Jessica Martinez
CDD_DDB0DD7984,CUST_3435E459,2023-10-16,periodic_review,0.949,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_5F0E059D17,Automated CDD Schedule,James Wilson
CDD_B5C692C171,CUST_3435E459,2024-01-20,periodic_review,0.912,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_26DB253D94,Automated CDD Schedule,Emily Thompson
CDD_1A9263BB80,CUST_3435E459,2024-04-28,periodic_review,0.879,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_3E9F753757,Automated CDD Schedule,David Kim
CDD_358196ECC6,CUST_3435E459,2024-07-28,periodic_review,0.891,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_62EB3337C3,Automated CDD Schedule,Lisa Anderson
CDD_F9BB967AD7,CUST_3435E459,2024-10-13,periodic_review,0.807,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_61CDE07CA1,Automated CDD Schedule,William Taylor
CDD_EF5D3E32C1,CUST_3435E459,2025-01-25,periodic_review,0.872,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_707CFD3177,Automated CDD Schedule,Emily Thompson
CDD_B927900A6A,CUST_3435E459,2025-04-20,periodic_review,0.846,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_57A029D462,Automated CDD Schedule,Robert Johnson
CDD_6A274BD7F4,CUST_3435E459,2025-07-08,periodic_review,0.799,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_03AD5FF6B7,Automated CDD Schedule,David Kim
CDD_4E40E698CF,CUST_3435E459,2025-10-03,periodic_review,0.857,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_2EF0B6DA86,Automated CDD Schedule,William Taylor
CDD_A52B309293,CUST_EBD39ECB,2023-01-11,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_DD3BEF5A4A,CUST_EBD39ECB,2024-01-11,periodic_review,0.354,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_9D523DF458,CUST_EBD39ECB,2025-01-10,periodic_review,0.393,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_454F811C1D,CUST_97675597,2023-01-01,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Sarah Chen
CDD_5C54FF1817,CUST_97675597,2024-01-01,periodic_review,0.323,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_F66480C971,CUST_97675597,2024-12-20,periodic_review,0.226,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_E1279D0CF3,CUST_94F33CEF,2023-01-17,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Jessica Martinez
CDD_B4C6DE0204,CUST_94F33CEF,2024-01-17,periodic_review,0.6,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_CEF388FC3C,CUST_94F33CEF,2025-01-18,risk_level_change,0.643,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,David Kim
CDD_2C821CE2E2,CUST_E226D7D3,2022-07-16,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Emily Thompson
CDD_CBE7FF5389,CUST_E226D7D3,2022-10-14,periodic_review,0.683,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_3BB48AAFF7,CUST_E226D7D3,2023-01-23,periodic_review,0.574,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_BD0227D138,CUST_E226D7D3,2023-04-17,periodic_review,0.692,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_3502529F97,CUST_E226D7D3,2023-07-14,periodic_review,0.571,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_8FCA3F2056,CUST_E226D7D3,2023-10-15,periodic_review,0.591,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_072F2929F2,CUST_E226D7D3,2023-12-30,periodic_review,0.565,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_C24001BC93,CUST_E226D7D3,2024-03-20,periodic_review,0.569,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_5285A79C61,CUST_E226D7D3,2024-06-13,periodic_review,0.572,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_E1EDD7F93D,CUST_E226D7D3,2024-08-28,periodic_review,0.595,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_7AB16B07FC,CUST_E226D7D3,2024-12-01,periodic_review,0.669,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_4FB61F3B50,CUST_E226D7D3,2025-03-07,periodic_review,0.52,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_5B9AEA3E53,CUST_E226D7D3,2025-06-11,periodic_review,0.584,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_72402C2BBF,Automated CDD Schedule,Lisa Anderson
CDD_68C617CD1B,CUST_E226D7D3,2025-09-23,periodic_review,0.557,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_0546FE788E,CUST_EEA418C3,2022-07-05,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Jessica Martinez
CDD_0A80D4902E,CUST_EEA418C3,2023-07-05,periodic_review,0.261,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_FD749AB9CA,CUST_EEA418C3,2024-07-16,periodic_review,0.218,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_92197605FB,CUST_EEA418C3,2025-07-19,risk_level_change,0.564,low,medium,Risk level increased during periodic CDD review,,Risk Model,James Wilson
CDD_AE4C8ADC16,CUST_05C2A053,2023-12-31,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_C845E52D18,CUST_05C2A053,2024-12-30,periodic_review,0.323,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_F127C9FD2F,CUST_6DC080E5,2023-11-21,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_3EDF1E1736,CUST_6DC080E5,2024-11-20,periodic_review,0.312,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_F91077F325,CUST_1E3698F1,2022-06-20,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,William Taylor
CDD_A4F3DC5674,CUST_1E3698F1,2023-06-20,periodic_review,0.628,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_1DFB232199,CUST_1E3698F1,2024-06-27,periodic_review,0.635,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_4AFF194393,CUST_1E3698F1,2025-07-01,periodic_review,0.505,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_9E7383D732,CUST_D7536050,2022-10-24,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Robert Johnson
CDD_482B289EEC,CUST_D7536050,2023-01-22,periodic_review,0.631,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_CEF24AC913,CUST_D7536050,2023-04-11,periodic_review,0.543,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_147B18CEEF,CUST_D7536050,2023-07-25,periodic_review,0.695,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_3D21A7054F,CUST_D7536050,2023-11-03,periodic_review,0.568,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_E4FC97A187,CUST_D7536050,2024-01-30,periodic_review,0.555,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_6957DE2E6C,CUST_D7536050,2024-05-10,periodic_review,0.521,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_558F7CECFF,CUST_D7536050,2024-08-18,periodic_review,0.664,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_7D8E139A9E,CUST_D7536050,2024-12-01,periodic_review,0.644,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_4C0531D70F,CUST_D7536050,2025-03-03,risk_level_change,0.378,medium,low,Risk level increased during periodic CDD review,,Risk Model,Emily Thompson
CDD_33D6331B84,CUST_D7536050,2025-06-05,periodic_review,0.35,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_05FD2834F1,CUST_D7536050,2025-09-12,risk_level_change,0.301,low,low,Risk level maintained during periodic CDD review,,Risk Model,Sarah Chen
