kyc_event_id,customer_id,kyc_check_date,document_type,document_verified,reviewer,result,expiry_date,notes
KYC_E34ED2543B,CUST_C8667D3C,2022-09-15,Bank Statement,True,David Kim,approved,2025-03-14,
KYC_1A598783BD,CUST_C8667D3C,2022-09-15,Utility Bill,True,Emily Thompson,approved,2024-02-16,
KYC_A4C96AC1F2,CUST_C8667D3C,2023-07-11,Driver License,True,David Kim,approved,2027-10-12,
KYC_DEFEA3C1ED,CUST_C8667D3C,2024-08-31,Passport,True,Lisa Anderson,approved,2026-11-14,
KYC_EE8B950861,CUST_C8667D3C,2025-03-28,Driver License,True,Maria Garcia,approved,2026-05-23,
KYC_0926B7D0AD,CUST_C8667D3C,2025-09-27,Proof of Address,True,Robert Johnson,approved,2030-02-11,
KYC_4287892A53,CUST_C35B3631,2023-12-16,Passport,True,David Kim,approved,2027-11-26,
KYC_BDBFF38BA0,CUST_C35B3631,2023-12-16,Utility Bill,False,William Taylor,pending,2025-04-16,
KYC_658B799436,CUST_C35B3631,2024-08-14,Passport,True,Jessica Martinez,approved,2026-07-09,
KYC_E4C3BD0111,CUST_C35B3631,2025-09-07,Driver License,True,Emily Thompson,expired,2027-10-21,
KYC_4AF4C201CF,CUST_B5D34371,2023-12-09,Bank Statement,True,David Kim,pending,2027-04-12,
KYC_4F3CDB180D,CUST_B5D34371,2023-12-09,Utility Bill,True,Maria Garcia,rejected,2027-03-27,
KYC_6BE3F8CC76,CUST_B5D34371,2023-12-09,Driver License,True,David Kim,approved,2026-07-11,
KYC_156C9D34A8,CUST_B5D34371,2024-10-01,Passport,True,Lisa Anderson,approved,2028-04-21,
KYC_6A7343BCD0,CUST_B5D34371,2025-07-05,Proof of Address,True,James Wilson,rejected,2029-11-22,
KYC_F788F13F89,CUST_D12CDDCF,2023-01-26,Passport,True,Michael Rodriguez,approved,2024-01-30,
KYC_59D3195C51,CUST_D12CDDCF,2023-01-26,Driver License,True,William Taylor,approved,2026-11-30,
KYC_058880B2B6,CUST_D12CDDCF,2023-01-26,Bank Statement,True,Lisa Anderson,approved,2024-11-09,
KYC_AA4573DD41,CUST_D12CDDCF,2024-06-22,Proof of Address,True,Michael Rodriguez,approved,2026-01-22,
KYC_42BE782567,CUST_D12CDDCF,2025-04-10,Passport,True,Michael Rodriguez,expired,2028-05-07,
KYC_BA8CADBB01,CUST_4A7FD60E,2023-02-06,Bank Statement,True,Lisa Anderson,approved,2025-08-16,
KYC_D396B6BB55,CUST_4A7FD60E,2023-02-06,Passport,True,William Taylor,approved,2024-02-21,
KYC_47A47F595D,CUST_4A7FD60E,2023-02-06,Utility Bill,True,Jessica Martinez,approved,2024-08-28,
KYC_B63C43FCA9,CUST_4A7FD60E,2023-02-06,Driver License,True,William Taylor,approved,2024-07-01,
KYC_C9B22E84F8,CUST_4A7FD60E,2024-05-20,Proof of Address,True,Lisa Anderson,approved,2026-07-20,
KYC_DB2CBD8273,CUST_4A7FD60E,2025-02-07,Driver License,True,Maria Garcia,pending,2027-01-02,
KYC_CC035827E4,CUST_DA8701B3,2023-05-22,Bank Statement,True,Sarah Chen,approved,2026-08-16,
KYC_633FC5A7C6,CUST_DA8701B3,2023-05-22,Driver License,True,Emily Thompson,approved,2024-08-14,
KYC_AD73B9F3D2,CUST_DA8701B3,2023-05-22,Passport,True,Jessica Martinez,approved,2026-07-09,
KYC_67A788D194,CUST_DA8701B3,2024-02-15,Passport,True,Robert Johnson,approved,2028-06-11,
KYC_650A14F0CF,CUST_DA8701B3,2025-07-19,Driver License,True,Sarah Chen,approved,2030-04-08,
KYC_FDC13755E0,CUST_62FA31B2,2023-01-14,Passport,True,Michael Rodriguez,approved,2024-05-21,
KYC_6FE84A7A9A,CUST_62FA31B2,2023-01-14,Bank Statement,True,Michael Rodriguez,approved,2027-07-04,
KYC_D19C24A38A,CUST_62FA31B2,2023-01-14,Driver License,True,David Kim,approved,2027-02-21,
KYC_727CE90541,CUST_62FA31B2,2023-01-14,Utility Bill,True,Sarah Chen,approved,2026-12-04,
KYC_0E0F030504,CUST_62FA31B2,2023-09-08,Proof of Address,False,William Taylor,approved,2025-05-20,
KYC_B1FDB3B49A,CUST_62FA31B2,2024-12-05,Proof of Address,True,William Taylor,approved,2026-07-23,
KYC_366C673390,CUST_197E7870,2023-12-17,Passport,True,Jessica Martinez,approved,2025-04-04,
KYC_1624014684,CUST_197E7870,2023-12-17,Bank Statement,True,Robert Johnson,approved,2028-02-18,
KYC_575B2722AD,CUST_197E7870,2023-12-17,Utility Bill,True,David Kim,approved,2026-03-07,
KYC_AC2C0CE931,CUST_197E7870,2024-12-28,Driver License,True,Jessica Martinez,approved,2027-10-19,
KYC_44CCBD194E,CUST_197E7870,2025-08-21,Bank Statement,False,David Kim,approved,2029-12-05,
KYC_BDC35F7B34,CUST_A5C5926E,2022-06-01,Passport,True,Michael Rodriguez,approved,2025-02-28,
KYC_CC00A5AB33,CUST_A5C5926E,2022-06-01,Bank Statement,True,Sarah Chen,approved,2026-08-24,
KYC_9D3F599317,CUST_A5C5926E,2022-06-01,Driver License,True,Maria Garcia,approved,2024-11-05,
KYC_62973F81B0,CUST_A5C5926E,2022-06-01,Utility Bill,True,Jessica Martinez,approved,2024-03-24,
KYC_0AD957C58D,CUST_A5C5926E,2023-06-19,Proof of Address,True,Emily Thompson,approved,2027-05-17,
KYC_28DC393B9C,CUST_A5C5926E,2024-11-04,Driver License,True,William Taylor,approved,2028-02-29,
KYC_77A66E4F2F,CUST_A5C5926E,2025-08-09,Proof of Address,True,Sarah Chen,approved,2027-10-23,
KYC_0C20F8B103,CUST_48A34F28,2022-12-02,Utility Bill,True,Maria Garcia,approved,2027-08-26,
KYC_B876ABF568,CUST_48A34F28,2022-12-02,Bank Statement,True,James Wilson,approved,2027-03-17,
KYC_BE917B80F2,CUST_48A34F28,2022-12-02,Driver License,True,David Kim,approved,2027-03-10,
KYC_C83993DE41,CUST_48A34F28,2023-06-03,Proof of Address,True,Maria Garcia,approved,2026-03-26,
KYC_01C1F29099,CUST_48A34F28,2024-06-21,Driver License,True,Emily Thompson,approved,2026-04-02,
KYC_E246A14E60,CUST_48A34F28,2025-07-31,Proof of Address,False,William Taylor,approved,2027-03-19,
KYC_58AD1F008A,CUST_91911B7F,2022-07-19,Driver License,True,Robert Johnson,approved,2024-10-28,
KYC_FFF1D45E4E,CUST_91911B7F,2022-07-19,Bank Statement,True,Michael Rodriguez,approved,2026-07-21,
KYC_F9A580ABFF,CUST_91911B7F,2022-07-19,Passport,True,Jessica Martinez,approved,2026-10-22,
KYC_32123B1D6A,CUST_91911B7F,2022-07-19,Utility Bill,True,Michael Rodriguez,approved,2026-04-04,
KYC_4E6928062E,CUST_91911B7F,2023-12-03,Proof of Address,True,William Taylor,approved,2027-02-07,
KYC_2474B88B4B,CUST_91911B7F,2024-07-30,Bank Statement,True,Maria Garcia,approved,2029-03-29,
KYC_8C14FE388D,CUST_91911B7F,2025-08-29,Bank Statement,True,Maria Garcia,approved,2027-11-28,
KYC_5C3579105C,CUST_44A1CE03,2023-04-03,Bank Statement,True,Michael Rodriguez,approved,2027-12-23,
KYC_43788F339F,CUST_44A1CE03,2023-04-03,Passport,True,James Wilson,approved,2026-04-06,
KYC_A68FBB873C,CUST_44A1CE03,2024-06-20,Passport,True,David Kim,approved,2027-07-03,
KYC_1D60979A5B,CUST_44A1CE03,2025-07-16,Bank Statement,True,Maria Garcia,approved,2029-12-26,
KYC_011640D6F0,CUST_FED05D33,2023-05-04,Utility Bill,True,Jessica Martinez,approved,2027-05-12,
KYC_E740D321F5,CUST_FED05D33,2023-05-04,Bank Statement,True,Emily Thompson,approved,2024-11-18,
KYC_0EF5F59E3C,CUST_FED05D33,2024-04-13,Proof of Address,True,Lisa Anderson,approved,2027-07-07,
KYC_6CF7DA8E06,CUST_FED05D33,2025-09-25,Proof of Address,True,James Wilson,approved,2030-04-20,
KYC_3707623CA8,CUST_ED873F40,2024-01-01,Passport,True,Sarah Chen,approved,2027-03-24,
KYC_35C014ED5C,CUST_ED873F40,2024-01-01,Driver License,True,David Kim,approved,2027-12-29,
KYC_642B835544,CUST_ED873F40,2024-01-01,Utility Bill,True,Sarah Chen,approved,2025-02-07,
KYC_6CFA84D2B2,CUST_ED873F40,2025-03-03,Passport,True,Maria Garcia,approved,2026-08-25,
KYC_F990A7C289,CUST_8D2EB70F,2023-03-03,Driver License,True,Sarah Chen,approved,2027-06-29,
KYC_E250598EF6,CUST_8D2EB70F,2023-03-03,Bank Statement,True,Michael Rodriguez,approved,2027-02-15,
KYC_1C42926E9C,CUST_8D2EB70F,2023-10-11,Bank Statement,True,William Taylor,approved,2025-08-30,
KYC_37A6C11744,CUST_8D2EB70F,2024-05-03,Proof of Address,True,William Taylor,approved,2027-10-02,
KYC_29B6D0AEA0,CUST_8D2EB70F,2025-02-18,Proof of Address,True,Robert Johnson,approved,2027-11-30,
KYC_59D3F57245,CUST_19224E78,2023-05-06,Driver License,True,Sarah Chen,approved,2024-07-23,
KYC_C8B31C8234,CUST_19224E78,2023-05-06,Passport,True,Michael Rodriguez,approved,2024-07-28,
KYC_7F25D5E0C1,CUST_19224E78,2023-05-06,Utility Bill,True,Lisa Anderson,approved,2026-02-24,
KYC_BB54C39A45,CUST_19224E78,2023-05-06,Bank Statement,True,Jessica Martinez,approved,2025-02-26,
KYC_C0BEB295F6,CUST_19224E78,2024-10-27,Bank Statement,True,James Wilson,approved,2026-10-23,
KYC_3D2F4163EF,CUST_28C05FB8,2022-02-06,Passport,True,Jessica Martinez,pending,2025-05-12,
KYC_6BCF4AF90F,CUST_28C05FB8,2022-02-06,Utility Bill,True,Maria Garcia,approved,2023-03-02,
KYC_4469793DA3,CUST_28C05FB8,2022-02-06,Bank Statement,True,Lisa Anderson,approved,2024-04-20,
KYC_BB3280466C,CUST_28C05FB8,2022-12-07,Passport,True,Robert Johnson,approved,2025-08-16,
KYC_B61945A2E8,CUST_28C05FB8,2023-09-10,Proof of Address,True,Jessica Martinez,approved,2026-07-11,
KYC_263FE5A2E3,CUST_28C05FB8,2024-12-29,Bank Statement,True,David Kim,approved,2028-12-04,
KYC_FD7546EB8B,CUST_24F7A95F,2023-02-02,Bank Statement,True,Emily Thompson,approved,2027-07-09,
KYC_744AA08D69,CUST_24F7A95F,2023-02-02,Utility Bill,True,David Kim,approved,2024-12-23,
KYC_BBEE2259E8,CUST_24F7A95F,2023-12-03,Passport,True,Jessica Martinez,approved,2028-09-06,
KYC_E9DD527DFF,CUST_24F7A95F,2024-12-07,Driver License,False,Jessica Martinez,approved,2029-06-28,
KYC_48805DF0C9,CUST_0363870B,2022-04-20,Driver License,False,David Kim,approved,2027-01-08,
KYC_D03E19986B,CUST_0363870B,2022-04-20,Passport,True,Lisa Anderson,approved,2023-11-29,
KYC_0B37230363,CUST_0363870B,2023-08-08,Proof of Address,True,Maria Garcia,approved,2027-03-11,
KYC_A8ED6B1DF8,CUST_0363870B,2024-11-23,Bank Statement,True,Maria Garcia,approved,2029-09-14,
KYC_02F5C9167D,CUST_0363870B,2025-06-04,Proof of Address,True,Jessica Martinez,approved,2027-01-06,
KYC_84150E725D,CUST_6341D7BE,2022-08-11,Driver License,True,Lisa Anderson,approved,2026-11-13,
KYC_FDA070FFD0,CUST_6341D7BE,2022-08-11,Bank Statement,True,Lisa Anderson,approved,2026-10-17,
KYC_9FD7FACF48,CUST_6341D7BE,2022-08-11,Passport,True,Jessica Martinez,approved,2024-01-07,
KYC_77F3C020B5,CUST_6341D7BE,2024-01-28,Bank Statement,True,David Kim,approved,2025-06-16,
KYC_CC81BF9B3B,CUST_6341D7BE,2025-05-21,Driver License,True,Michael Rodriguez,approved,2029-03-30,
KYC_7617F3789F,CUST_3B3B5F6A,2022-09-12,Utility Bill,True,Lisa Anderson,approved,2024-09-06,
KYC_485672C6CF,CUST_3B3B5F6A,2022-09-12,Driver License,True,Robert Johnson,approved,2027-02-22,
KYC_360D80742E,CUST_3B3B5F6A,2022-09-12,Passport,True,James Wilson,approved,2025-04-12,
KYC_A42369F7BD,CUST_3B3B5F6A,2023-05-19,Proof of Address,True,Maria Garcia,rejected,2026-08-07,
KYC_198D5B60BC,CUST_3B3B5F6A,2024-03-02,Passport,True,Sarah Chen,approved,2027-11-12,
KYC_9B6FEDDF43,CUST_3B3B5F6A,2024-09-29,Bank Statement,False,Michael Rodriguez,expired,2028-03-05,
KYC_E2382FEE0E,CUST_1D81EACF,2023-03-10,Utility Bill,True,Jessica Martinez,approved,2024-12-04,
KYC_1550F26344,CUST_1D81EACF,2023-03-10,Bank Statement,True,William Taylor,approved,2024-11-27,
KYC_E6017B5F16,CUST_1D81EACF,2023-03-10,Passport,True,James Wilson,approved,2025-03-01,
KYC_0F389ABA4A,CUST_1D81EACF,2023-12-12,Driver License,True,Michael Rodriguez,approved,2025-11-28,
KYC_6D4B80DE3A,CUST_1D81EACF,2024-08-24,Proof of Address,True,Emily Thompson,expired,2026-04-27,
KYC_656E9BE2D9,CUST_0AC50119,2022-08-29,Bank Statement,True,Robert Johnson,approved,2024-11-11,
KYC_8E1FE2D522,CUST_0AC50119,2022-08-29,Passport,True,Sarah Chen,approved,2024-06-18,
KYC_B60608E8BB,CUST_0AC50119,2022-08-29,Driver License,True,Sarah Chen,approved,2026-04-24,
KYC_B0E330B718,CUST_0AC50119,2022-08-29,Utility Bill,True,Sarah Chen,approved,2027-02-28,
KYC_9B9E1661C9,CUST_0AC50119,2023-03-22,Proof of Address,True,James Wilson,approved,2026-10-09,
KYC_E953639A8F,CUST_0AC50119,2024-01-22,Driver License,True,Michael Rodriguez,rejected,2028-09-14,
KYC_7529276881,CUST_0AC50119,2025-05-14,Bank Statement,True,David Kim,approved,2029-12-08,
KYC_53CCA78874,CUST_79F01E79,2022-06-29,Passport,True,Robert Johnson,approved,2023-09-20,
KYC_A258810936,CUST_79F01E79,2022-06-29,Utility Bill,True,Michael Rodriguez,approved,2027-04-24,
KYC_3EF863BEA0,CUST_79F01E79,2022-06-29,Bank Statement,True,David Kim,approved,2027-03-01,
KYC_265B863FD6,CUST_79F01E79,2022-06-29,Driver License,True,Maria Garcia,approved,2023-12-15,
KYC_942F8EC896,CUST_79F01E79,2023-10-15,Driver License,True,Lisa Anderson,approved,2025-12-19,
KYC_ADB6457A1E,CUST_79F01E79,2024-05-01,Bank Statement,True,Robert Johnson,expired,2028-10-23,
KYC_C7AF6384AE,CUST_79F01E79,2025-03-04,Driver License,False,Jessica Martinez,approved,2028-01-28,
KYC_627A917D9E,CUST_B996B105,2023-07-31,Passport,True,David Kim,approved,2028-01-18,
KYC_7A98F64424,CUST_B996B105,2023-07-31,Driver License,True,James Wilson,approved,2028-02-02,
KYC_9BE902AE09,CUST_B996B105,2023-07-31,Bank Statement,True,James Wilson,approved,2027-02-08,
KYC_BE9ED5B00A,CUST_B996B105,2024-10-25,Proof of Address,True,Maria Garcia,approved,2029-07-29,
KYC_918B5700D7,CUST_9B86D3AE,2023-07-19,Bank Statement,True,William Taylor,approved,2026-03-18,
KYC_CC9577B763,CUST_9B86D3AE,2023-07-19,Driver License,True,Jessica Martinez,approved,2027-01-06,
KYC_356021EAEC,CUST_9B86D3AE,2025-01-08,Proof of Address,True,James Wilson,approved,2027-02-17,
KYC_4EC8A1B442,CUST_A01435D3,2023-09-09,Utility Bill,True,Michael Rodriguez,approved,2024-11-09,
KYC_09E7ADC8D1,CUST_A01435D3,2023-09-09,Passport,True,Robert Johnson,approved,2028-05-22,
KYC_25A5E8A0E6,CUST_A01435D3,2023-09-09,Bank Statement,True,Sarah Chen,approved,2027-09-18,
KYC_F97DBEAEFA,CUST_A01435D3,2024-09-13,Driver License,True,James Wilson,approved,2028-09-11,
KYC_8DF8337778,CUST_B36443CA,2022-06-13,Driver License,True,Michael Rodriguez,approved,2026-08-30,
KYC_3B5F89D1B4,CUST_B36443CA,2022-06-13,Passport,True,Maria Garcia,approved,2027-03-09,
KYC_ADE8B6A135,CUST_B36443CA,2022-06-13,Bank Statement,True,Michael Rodriguez,approved,2025-01-07,
KYC_A64DE67482,CUST_B36443CA,2023-09-21,Bank Statement,True,Michael Rodriguez,approved,2026-02-08,
KYC_196075C7CA,CUST_B36443CA,2024-04-10,Passport,True,Robert Johnson,approved,2026-02-26,
KYC_6D5239C7A3,CUST_B36443CA,2025-01-05,Bank Statement,False,Robert Johnson,approved,2029-03-21,
KYC_8B6F924556,CUST_B36443CA,2025-09-08,Passport,True,William Taylor,approved,2026-12-24,
KYC_660EA5DAD0,CUST_EF64DEDF,2022-08-21,Bank Statement,True,David Kim,rejected,2026-08-04,
KYC_AB4393FF1C,CUST_EF64DEDF,2022-08-21,Passport,True,James Wilson,approved,2026-06-30,
KYC_81DB74C6C8,CUST_EF64DEDF,2022-08-21,Driver License,True,Sarah Chen,pending,2025-04-30,
KYC_F794F24CC0,CUST_EF64DEDF,2022-08-21,Utility Bill,True,Sarah Chen,approved,2026-12-13,
KYC_893A8827DD,CUST_EF64DEDF,2023-03-10,Proof of Address,True,Maria Garcia,approved,2024-03-19,
KYC_61728246F8,CUST_EF64DEDF,2024-04-26,Bank Statement,True,Michael Rodriguez,approved,2026-10-26,
KYC_048E339C96,CUST_EF64DEDF,2025-08-03,Driver License,True,Jessica Martinez,approved,2029-09-02,
KYC_ECAF86884B,CUST_0E84731E,2022-06-09,Utility Bill,True,Jessica Martinez,approved,2024-05-23,
KYC_C18347E7DD,CUST_0E84731E,2022-06-09,Bank Statement,False,Emily Thompson,approved,2023-12-06,
KYC_8CEB17C14C,CUST_0E84731E,2023-10-11,Bank Statement,True,Michael Rodriguez,approved,2028-07-11,
KYC_1189F23560,CUST_0E84731E,2024-08-24,Bank Statement,True,Sarah Chen,pending,2025-09-11,
KYC_23E585C197,CUST_0E84731E,2025-04-18,Bank Statement,True,William Taylor,expired,2027-04-05,
KYC_916AB19630,CUST_D337044A,2022-07-15,Driver License,True,Maria Garcia,approved,2024-11-01,
KYC_6BD7FCBBDC,CUST_D337044A,2022-07-15,Bank Statement,True,Lisa Anderson,approved,2023-07-20,
KYC_71F3B12320,CUST_D337044A,2022-07-15,Passport,True,Maria Garcia,approved,2027-05-26,
KYC_6024BAE9E6,CUST_D337044A,2022-07-15,Utility Bill,True,Lisa Anderson,approved,2026-11-19,
KYC_1BA35A7137,CUST_D337044A,2023-11-07,Passport,True,William Taylor,approved,2028-08-26,
KYC_25763BC34F,CUST_D337044A,2025-04-05,Passport,True,Robert Johnson,approved,2026-11-18,
KYC_4607E190C1,CUST_25737D2D,2022-11-08,Passport,True,Sarah Chen,approved,2024-05-03,
KYC_D43772AC7F,CUST_25737D2D,2022-11-08,Driver License,True,Robert Johnson,rejected,2026-01-20,
KYC_529C396F7E,CUST_25737D2D,2022-11-08,Bank Statement,True,James Wilson,approved,2024-07-31,
KYC_E95B02B1F0,CUST_25737D2D,2022-11-08,Utility Bill,True,Emily Thompson,approved,2023-12-14,
KYC_D38A5F29BF,CUST_25737D2D,2023-05-18,Driver License,True,Lisa Anderson,approved,2026-08-10,
KYC_3A90F45259,CUST_25737D2D,2024-06-12,Proof of Address,True,Emily Thompson,approved,2027-08-08,
KYC_50F3E6D130,CUST_25737D2D,2025-03-11,Passport,True,Jessica Martinez,approved,2027-08-07,
KYC_A9F0F8D29F,CUST_1924FB6F,2022-12-26,Passport,True,James Wilson,approved,2027-09-05,
KYC_39F89F3491,CUST_1924FB6F,2022-12-26,Driver License,True,Sarah Chen,approved,2027-09-15,
KYC_39F3A0F486,CUST_1924FB6F,2022-12-26,Utility Bill,True,James Wilson,approved,2024-08-04,
KYC_78BACE0215,CUST_1924FB6F,2022-12-26,Bank Statement,False,Sarah Chen,approved,2027-01-15,
KYC_8B64BA008F,CUST_1924FB6F,2023-10-24,Driver License,True,Michael Rodriguez,approved,2025-04-12,
KYC_5FA52CFA59,CUST_1924FB6F,2025-01-12,Proof of Address,True,Maria Garcia,approved,2026-11-05,
KYC_F2BF3C95DB,CUST_8736B667,2022-11-14,Passport,True,Michael Rodriguez,approved,2024-03-19,
KYC_A226F9DBDE,CUST_8736B667,2022-11-14,Bank Statement,True,Maria Garcia,approved,2023-12-13,
KYC_8924546B11,CUST_8736B667,2022-11-14,Driver License,True,Emily Thompson,approved,2025-11-11,
KYC_5E6D489F9A,CUST_8736B667,2023-07-22,Passport,True,Lisa Anderson,approved,2025-12-27,
KYC_414B32C919,CUST_8736B667,2024-07-21,Driver License,True,Maria Garcia,approved,2027-07-13,
KYC_E1F5F1B7F5,CUST_E82F68E3,2023-07-03,Passport,True,James Wilson,approved,2027-05-09,
KYC_7FFC41DB0C,CUST_E82F68E3,2023-07-03,Driver License,True,Emily Thompson,approved,2028-04-23,
KYC_05604D8379,CUST_E82F68E3,2024-05-19,Bank Statement,True,Sarah Chen,approved,2025-10-27,
KYC_ACD518BFA8,CUST_E82F68E3,2025-07-15,Driver License,True,James Wilson,pending,2027-09-10,
KYC_D5DDB492BC,CUST_13531966,2022-01-06,Driver License,True,Michael Rodriguez,approved,2023-04-02,
KYC_5C2411D48B,CUST_13531966,2022-01-06,Utility Bill,False,James Wilson,approved,2026-04-24,
KYC_8605FFB211,CUST_13531966,2022-01-06,Bank Statement,True,Jessica Martinez,approved,2024-12-21,
KYC_11DCAFB06A,CUST_13531966,2022-01-06,Passport,True,Jessica Martinez,approved,2024-04-03,
KYC_44C9EE5126,CUST_13531966,2022-12-18,Driver License,True,Emily Thompson,approved,2027-03-11,
KYC_32B4EB13F0,CUST_13531966,2023-11-27,Proof of Address,False,James Wilson,approved,2025-07-03,
KYC_7486B5ACE5,CUST_13531966,2024-12-22,Passport,True,Jessica Martinez,approved,2027-08-03,
KYC_0D158FF4E6,CUST_13531966,2025-08-16,Proof of Address,True,William Taylor,approved,2027-06-03,
KYC_EEE7E6103B,CUST_0B947BEF,2023-07-31,Utility Bill,True,Emily Thompson,approved,2024-12-09,
KYC_70BDEF378B,CUST_0B947BEF,2023-07-31,Driver License,True,Michael Rodriguez,approved,2026-04-24,
KYC_04236994FC,CUST_0B947BEF,2023-07-31,Passport,True,David Kim,approved,2026-09-21,
KYC_E366031556,CUST_0B947BEF,2024-09-16,Driver License,True,Sarah Chen,approved,2029-07-29,
KYC_9401F64378,CUST_0B947BEF,2025-09-09,Proof of Address,True,Jessica Martinez,approved,2026-10-05,
KYC_E37E4D32EB,CUST_DE79B80A,2023-11-12,Bank Statement,True,Lisa Anderson,approved,2027-11-29,
KYC_3E3C9ADD80,CUST_DE79B80A,2023-11-12,Utility Bill,True,Sarah Chen,approved,2025-06-24,
KYC_DCAEFE2BA1,CUST_DE79B80A,2024-06-21,Passport,True,Michael Rodriguez,approved,2026-01-19,
KYC_9E396B60CD,CUST_DE79B80A,2025-06-29,Bank Statement,True,Michael Rodriguez,approved,2028-03-03,
KYC_27F90E72EF,CUST_BF157D1A,2022-07-09,Utility Bill,True,Lisa Anderson,pending,2025-05-23,
KYC_73CFF368D5,CUST_BF157D1A,2022-07-09,Passport,True,Michael Rodriguez,rejected,2024-08-23,
KYC_E21EBB490F,CUST_BF157D1A,2023-05-29,Passport,False,Emily Thompson,approved,2025-12-31,
KYC_1945B3E0B9,CUST_BF157D1A,2023-12-18,Proof of Address,True,David Kim,approved,2025-09-25,
KYC_1C836DEE67,CUST_BF157D1A,2025-03-28,Driver License,True,David Kim,approved,2028-04-26,
KYC_427C6AB7DA,CUST_97077751,2022-05-21,Utility Bill,True,Maria Garcia,rejected,2026-06-21,
KYC_5D7E08F1FF,CUST_97077751,2022-05-21,Passport,True,Maria Garcia,approved,2026-03-25,
KYC_87A2F646F9,CUST_97077751,2022-05-21,Bank Statement,True,David Kim,approved,2023-12-01,
KYC_C89EB04FE4,CUST_97077751,2022-05-21,Driver License,True,Robert Johnson,approved,2024-10-27,
KYC_EA71A7D235,CUST_97077751,2023-07-20,Proof of Address,False,James Wilson,approved,2025-11-28,
KYC_5DA9DDDD80,CUST_97077751,2024-05-16,Driver License,True,Emily Thompson,approved,2026-09-05,
KYC_559ED91143,CUST_97077751,2025-05-16,Proof of Address,False,Michael Rodriguez,approved,2026-08-25,
KYC_4635D807D1,CUST_B472CE76,2022-06-18,Driver License,True,Michael Rodriguez,approved,2024-11-25,
KYC_E904487FBB,CUST_B472CE76,2022-06-18,Passport,True,Emily Thompson,approved,2023-10-19,
KYC_FA398D1447,CUST_B472CE76,2022-06-18,Utility Bill,True,Maria Garcia,approved,2026-11-13,
KYC_C394D541C2,CUST_B472CE76,2022-06-18,Bank Statement,True,Maria Garcia,approved,2025-01-17,
KYC_3983CEA928,CUST_B472CE76,2023-07-25,Bank Statement,True,Emily Thompson,approved,2024-08-16,
KYC_06D6E5A135,CUST_B472CE76,2024-09-20,Passport,True,William Taylor,approved,2028-01-14,
KYC_9319899EA4,CUST_AC163EC8,2022-08-19,Utility Bill,False,Lisa Anderson,approved,2025-06-13,
KYC_E6389E8269,CUST_AC163EC8,2022-08-19,Bank Statement,True,James Wilson,approved,2025-03-24,
KYC_05A49C090C,CUST_AC163EC8,2022-08-19,Passport,True,Lisa Anderson,approved,2024-09-06,
KYC_593AD3185F,CUST_AC163EC8,2023-11-17,Passport,True,Michael Rodriguez,rejected,2027-04-30,
KYC_4F57B612BF,CUST_AC163EC8,2025-01-14,Driver License,True,Maria Garcia,approved,2026-10-06,
KYC_BA7DFC225D,CUST_48674D4A,2023-07-30,Driver License,True,William Taylor,approved,2024-08-23,
KYC_92CC2F86AD,CUST_48674D4A,2023-07-30,Bank Statement,True,Maria Garcia,approved,2028-02-14,
KYC_DDB1595567,CUST_48674D4A,2024-03-11,Bank Statement,True,David Kim,approved,2026-08-19,
KYC_6C4028BDBF,CUST_48674D4A,2024-09-26,Driver License,True,Maria Garcia,approved,2027-09-08,
KYC_52318347DC,CUST_48674D4A,2025-10-28,Driver License,True,Robert Johnson,approved,2030-09-10,
KYC_BD21F8AD3D,CUST_400AB7CE,2023-12-06,Driver License,True,Sarah Chen,pending,2027-11-29,
KYC_5130339BB4,CUST_400AB7CE,2023-12-06,Bank Statement,False,James Wilson,approved,2028-02-07,
KYC_28BE336120,CUST_400AB7CE,2024-09-25,Bank Statement,True,Sarah Chen,approved,2029-05-12,
KYC_DCAAF6CB3F,CUST_4D30E1AF,2023-09-01,Bank Statement,True,Sarah Chen,approved,2026-09-30,
KYC_F2DA1CE511,CUST_4D30E1AF,2023-09-01,Utility Bill,True,Maria Garcia,approved,2027-01-19,
KYC_73487575F5,CUST_4D30E1AF,2024-12-15,Driver License,True,Emily Thompson,approved,2027-12-21,
KYC_81CF664900,CUST_E735470C,2022-05-23,Utility Bill,True,Robert Johnson,approved,2026-04-27,
KYC_80303CE22D,CUST_E735470C,2022-05-23,Passport,True,Jessica Martinez,approved,2026-03-01,
KYC_F8FDDC7958,CUST_E735470C,2022-05-23,Bank Statement,True,Lisa Anderson,approved,2023-11-22,
KYC_580150E224,CUST_E735470C,2023-07-22,Bank Statement,True,William Taylor,approved,2028-04-16,
KYC_BD6022A1E7,CUST_E735470C,2024-12-27,Bank Statement,True,Robert Johnson,approved,2029-12-09,
KYC_03E720EA9A,CUST_E735470C,2025-08-03,Driver License,True,David Kim,pending,2026-09-28,
KYC_C4EDCEF35D,CUST_F6AD2D0E,2022-12-12,Utility Bill,True,James Wilson,approved,2024-01-30,
KYC_D0D4FED3BB,CUST_F6AD2D0E,2022-12-12,Driver License,True,William Taylor,rejected,2025-07-08,
KYC_931943196C,CUST_F6AD2D0E,2023-09-20,Driver License,True,Maria Garcia,approved,2026-06-12,
KYC_2C8BB50C86,CUST_F6AD2D0E,2024-06-10,Bank Statement,True,Jessica Martinez,approved,2026-06-26,
