edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_8A7A95F05A,CUST_6B31F674,2025-10-08,2025-11-06,PEP association identified,"Management review, Enhanced document collection, Regulatory filing assessment, Source of wealth verification, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,SAR Filed
EDD_13D34EA295,CUST_24165E47,2023-05-26,2023-06-12,Unusual transaction patterns detected,"Enhanced document collection, Management review, Source of wealth verification, Transaction pattern analysis, External database screening, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,David Kim,No filing required
EDD_59FC413857,CUST_24165E47,2023-07-08,2023-08-14,Elevated risk score,"Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_63A2E676A3,CUST_24165E47,2023-08-11,2023-08-18,Elevated risk score,"Management review, External database screening, Regulatory filing assessment, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_CC49FF3D91,CUST_24165E47,2023-09-24,2023-10-21,Sanctions screening alert,"Enhanced document collection, Beneficial ownership analysis, Management review, External database screening, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_07D30F978C,CUST_24165E47,2024-04-12,2024-05-13,Sanctions screening alert,"Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_8E76909A87,CUST_24165E47,2025-05-09,2025-05-22,Large value transactions,"Transaction pattern analysis, Enhanced document collection, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_26E742E5DD,CUST_38C52234,2023-09-24,2023-10-07,Unusual transaction patterns detected,"Source of wealth verification, Enhanced document collection, Regulatory filing assessment, External database screening, Beneficial ownership analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_5F8045009B,CUST_38C52234,2024-03-18,2024-04-26,Source of funds verification required,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Management review, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,SAR Filed
EDD_EF48A700A5,CUST_38C52234,2024-09-19,2024-10-12,Sanctions screening alert,"Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_4DC1C38EBD,CUST_38C52234,2025-03-21,2025-04-15,Unusual transaction patterns detected,"Source of wealth verification, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,SAR Filed
EDD_A5B75F2599,CUST_38C52234,2025-09-17,2025-10-06,Large value transactions,"Management review, Transaction pattern analysis, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_45444F1B15,CUST_E8730CC5,2024-02-14,2024-03-11,Elevated risk score,"Management review, External database screening, Beneficial ownership analysis, Transaction pattern analysis, Source of wealth verification, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_BE37CC3AC2,CUST_E8730CC5,2024-05-25,2024-06-25,Unusual transaction patterns detected,"Regulatory filing assessment, Source of wealth verification, External database screening, Enhanced document collection, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,SAR Filed
EDD_1E903921E1,CUST_E8730CC5,2024-08-22,2024-09-14,Sanctions screening alert,"Management review, Regulatory filing assessment, External database screening, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_9D4F54F86F,CUST_E8730CC5,2024-11-29,2024-12-21,Geographic risk factors,"Transaction pattern analysis, External database screening, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_247C021CC2,CUST_E8730CC5,2025-02-25,2025-03-19,Elevated risk score,"Management review, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,SAR Filed
EDD_D220CF58AF,CUST_E8730CC5,2025-06-04,2025-07-01,Sanctions screening alert,"Beneficial ownership analysis, External database screening, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_E76231725A,CUST_E8730CC5,2025-08-30,2025-09-06,Unusual transaction patterns detected,"Regulatory filing assessment, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_3546159103,CUST_DA6A5D3F,2023-01-03,2023-02-17,Unusual transaction patterns detected,"Regulatory filing assessment, Enhanced document collection, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_9ECCE21573,CUST_DA6A5D3F,2024-04-08,2024-05-10,Geographic risk factors,"External database screening, Beneficial ownership analysis, Management review, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,SAR Filed
EDD_017AB0A958,CUST_DA6A5D3F,2025-10-19,2025-11-01,Sanctions screening alert,"Beneficial ownership analysis, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_F152BAA448,CUST_3A3B6CBA,2023-06-06,2023-07-04,Sanctions screening alert,"Management review, Source of wealth verification, Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,No filing required
EDD_A09A564C54,CUST_622DCB29,2022-08-21,2022-09-10,Source of funds verification required,"Management review, Enhanced document collection, Source of wealth verification, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Maria Garcia,No filing required
EDD_7BE6C03856,CUST_622DCB29,2024-08-17,2024-09-06,Elevated risk score,"Transaction pattern analysis, Regulatory filing assessment, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_3798F2AC95,CUST_622DCB29,2024-11-28,2024-12-22,PEP association identified,"Transaction pattern analysis, External database screening, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_E24932B5E5,CUST_622DCB29,2025-09-10,2025-09-29,Sanctions screening alert,"Management review, Transaction pattern analysis, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_160E4F0CE9,CUST_C6523C71,2024-03-11,2024-04-16,Elevated risk score,"Management review, Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_0121EAE62B,CUST_B5D34371,2024-08-30,2024-10-12,Large value transactions,"Enhanced document collection, Management review, External database screening, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_01645C3B91,CUST_197E7870,2024-05-15,2024-06-10,Unusual transaction patterns detected,"Enhanced document collection, Management review, External database screening, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_81CC13D13E,CUST_197E7870,2025-02-27,2025-03-15,Geographic risk factors,"Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_D8608919B6,CUST_197E7870,2025-05-19,2025-05-27,Geographic risk factors,"Source of wealth verification, Regulatory filing assessment, Management review, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_15E06BA4EA,CUST_197E7870,2025-06-05,2025-07-09,PEP association identified,"Management review, Transaction pattern analysis, External database screening, Source of wealth verification, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_EF006FE5BA,CUST_48A34F28,2024-11-21,2024-11-29,Geographic risk factors,"Source of wealth verification, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_ED1F402BF9,CUST_48A34F28,2025-05-26,2025-06-29,Sanctions screening alert,"External database screening, Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Sarah Chen,No filing required
EDD_83C48525E0,CUST_44A1CE03,2024-03-12,2024-04-24,Sanctions screening alert,"Beneficial ownership analysis, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_FEA8095249,CUST_44A1CE03,2024-06-20,2024-07-25,Elevated risk score,"External database screening, Transaction pattern analysis, Management review, Regulatory filing assessment, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_9664BBA42A,CUST_44A1CE03,2024-09-24,2024-10-20,Source of funds verification required,"Source of wealth verification, Management review, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_330CAC091A,CUST_44A1CE03,2024-12-16,2025-01-23,Source of funds verification required,"Source of wealth verification, Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Robert Johnson,No filing required
EDD_5B478893A7,CUST_19224E78,2024-03-16,2024-03-23,Large value transactions,"External database screening, Source of wealth verification, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_E8A0EA9523,CUST_19224E78,2024-04-12,2024-05-18,Source of funds verification required,"Transaction pattern analysis, Management review, Beneficial ownership analysis, Regulatory filing assessment, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_0E9CA734C2,CUST_19224E78,2024-05-14,2024-06-01,Elevated risk score,"Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_B572A2B7C5,CUST_19224E78,2024-05-29,2024-06-14,Elevated risk score,"Transaction pattern analysis, Enhanced document collection, External database screening, Management review, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Sarah Chen,No filing required
EDD_F666F0E8F4,CUST_19224E78,2024-06-29,2024-08-01,Large value transactions,"Regulatory filing assessment, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_2CF43C4145,CUST_19224E78,2024-08-09,2024-09-16,Elevated risk score,"Source of wealth verification, Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Maria Garcia,No filing required
EDD_B765FD7D5A,CUST_19224E78,2024-09-21,2024-10-02,Geographic risk factors,"Transaction pattern analysis, External database screening, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_5A8C7DCDE6,CUST_19224E78,2024-10-23,2024-12-04,Elevated risk score,"External database screening, Source of wealth verification, Transaction pattern analysis, Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_3FCE9B07E8,CUST_19224E78,2024-12-03,2025-01-06,Sanctions screening alert,"External database screening, Management review, Enhanced document collection, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Jessica Martinez,No filing required
EDD_C70B316749,CUST_19224E78,2025-01-17,2025-03-03,PEP association identified,"Beneficial ownership analysis, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_35FCD6A142,CUST_19224E78,2025-03-01,2025-03-14,Sanctions screening alert,"Beneficial ownership analysis, Transaction pattern analysis, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_B88224EABB,CUST_19224E78,2025-04-08,2025-05-04,PEP association identified,"Management review, Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, External database screening, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_66BE470CFF,CUST_19224E78,2025-05-01,2025-05-26,Geographic risk factors,"Management review, Enhanced document collection, Transaction pattern analysis, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_5A01D1E670,CUST_19224E78,2025-05-28,2025-06-29,Elevated risk score,"Enhanced document collection, Source of wealth verification, Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Sarah Chen,No filing required
EDD_2691652A79,CUST_19224E78,2025-07-09,2025-07-16,Large value transactions,"Beneficial ownership analysis, External database screening, Regulatory filing assessment, Transaction pattern analysis, Source of wealth verification",account_closed,EDD investigation completed. Customer account closed.,Emily Thompson,SAR Filed
EDD_6395EC8421,CUST_19224E78,2025-08-16,2025-08-24,Sanctions screening alert,"External database screening, Transaction pattern analysis, Regulatory filing assessment, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_725C5CFFFB,CUST_19224E78,2025-09-04,2025-10-17,Sanctions screening alert,"Enhanced document collection, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_5DD5AAA10E,CUST_28C05FB8,2024-07-12,2024-08-16,Sanctions screening alert,"Management review, Enhanced document collection, External database screening, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Emily Thompson,No filing required
EDD_D156A6B9A3,CUST_0363870B,2023-07-05,2023-07-22,Source of funds verification required,"Management review, Regulatory filing assessment, Beneficial ownership analysis",account_closed,EDD investigation completed. Customer account closed.,Robert Johnson,No filing required
EDD_E2AF3E41B2,CUST_3B3B5F6A,2023-03-05,2023-04-04,PEP association identified,"Management review, Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_48DB75C618,CUST_79F01E79,2022-07-29,2022-08-12,Unusual transaction patterns detected,"Transaction pattern analysis, Regulatory filing assessment, External database screening, Source of wealth verification, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_1D7BBA75A0,CUST_79F01E79,2022-12-01,2022-12-13,Elevated risk score,"External database screening, Beneficial ownership analysis, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_CDB74D0F88,CUST_79F01E79,2023-09-10,2023-09-23,Large value transactions,"Beneficial ownership analysis, Transaction pattern analysis, Management review, External database screening, Source of wealth verification, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Robert Johnson,No filing required
EDD_6BE3123233,CUST_79F01E79,2023-12-02,2024-01-05,Sanctions screening alert,"Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_27314D6189,CUST_79F01E79,2024-08-29,2024-09-28,Large value transactions,"Beneficial ownership analysis, Enhanced document collection, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_7CD0E33DD1,CUST_79F01E79,2024-10-12,2024-11-06,Elevated risk score,"External database screening, Source of wealth verification, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_BC5F7AFAF8,CUST_79F01E79,2024-11-18,2024-12-31,PEP association identified,"Enhanced document collection, Source of wealth verification, Regulatory filing assessment, External database screening, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_806A4BB5F3,CUST_79F01E79,2024-12-26,2025-01-07,Large value transactions,"Enhanced document collection, Regulatory filing assessment, Source of wealth verification, Management review, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_735924E5DF,CUST_79F01E79,2025-01-12,2025-01-23,Unusual transaction patterns detected,"Beneficial ownership analysis, Management review, Transaction pattern analysis, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_7AA35737F8,CUST_79F01E79,2025-02-01,2025-03-05,Sanctions screening alert,"Source of wealth verification, External database screening, Management review, Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_0D9FC0DC3A,CUST_79F01E79,2025-02-20,2025-04-02,Unusual transaction patterns detected,"Management review, Enhanced document collection, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_EA94623346,CUST_79F01E79,2025-03-08,2025-03-21,Unusual transaction patterns detected,"Beneficial ownership analysis, Transaction pattern analysis, External database screening, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_2D45772361,CUST_79F01E79,2025-04-21,2025-05-09,Source of funds verification required,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_1C94175643,CUST_79F01E79,2025-05-25,2025-06-23,Large value transactions,"External database screening, Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_D9C5D54B7C,CUST_79F01E79,2025-06-11,2025-07-07,Elevated risk score,"Enhanced document collection, External database screening, Regulatory filing assessment, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_E77F7FC968,CUST_79F01E79,2025-07-17,2025-07-28,PEP association identified,"Management review, Source of wealth verification, Regulatory filing assessment, Enhanced document collection, External database screening",account_closed,EDD investigation completed. Customer account closed.,Sarah Chen,No filing required
EDD_6835079BFA,CUST_79F01E79,2025-08-03,2025-09-02,Large value transactions,"Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,SAR Filed
EDD_C067F19C50,CUST_79F01E79,2025-08-28,2025-09-28,PEP association identified,"Source of wealth verification, Management review, Transaction pattern analysis, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_5082950F08,CUST_79F01E79,2025-09-22,2025-10-19,Source of funds verification required,"Enhanced document collection, Beneficial ownership analysis, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_39920701B6,CUST_79F01E79,2025-10-26,,Source of funds verification required,"Source of wealth verification, External database screening, Management review, Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_471109F747,CUST_B996B105,2024-05-06,2024-06-13,Geographic risk factors,"Source of wealth verification, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_20B8E7C058,CUST_A01435D3,2025-09-20,2025-10-19,PEP association identified,"Source of wealth verification, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_193FB38A3E,CUST_0E84731E,2025-05-07,2025-05-30,Elevated risk score,"Enhanced document collection, Source of wealth verification, Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,SAR Filed
EDD_5AB112F8C3,CUST_DE79B80A,2023-12-12,2024-01-26,Sanctions screening alert,"Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis, Management review, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_716D39251E,CUST_DE79B80A,2024-01-17,2024-02-21,Sanctions screening alert,"Management review, Source of wealth verification, Enhanced document collection, Transaction pattern analysis, External database screening, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_CD51F9A9C4,CUST_DE79B80A,2024-02-22,2024-03-16,Unusual transaction patterns detected,"Enhanced document collection, Beneficial ownership analysis, Management review, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_99C33AFBE8,CUST_DE79B80A,2024-03-10,2024-04-21,Geographic risk factors,"External database screening, Management review, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_758A7A783C,CUST_DE79B80A,2024-04-19,2024-05-24,Large value transactions,"Beneficial ownership analysis, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_65DF9B3981,CUST_DE79B80A,2024-05-14,2024-05-26,Elevated risk score,"Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_006DCCD5BA,CUST_DE79B80A,2024-06-26,2024-07-29,Elevated risk score,"Transaction pattern analysis, External database screening, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Jessica Martinez,No filing required
EDD_126AB4CE42,CUST_DE79B80A,2024-07-23,2024-08-15,Geographic risk factors,"Transaction pattern analysis, Source of wealth verification, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,William Taylor,No filing required
EDD_8FBF095D20,CUST_DE79B80A,2024-08-31,2024-09-17,PEP association identified,"Enhanced document collection, External database screening, Beneficial ownership analysis, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_54E3717393,CUST_DE79B80A,2024-10-12,2024-11-07,Sanctions screening alert,"Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,David Kim,No filing required
EDD_FD0C84D284,CUST_DE79B80A,2024-11-22,2024-12-18,Elevated risk score,"Source of wealth verification, Beneficial ownership analysis, Management review, External database screening, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_1D9861186F,CUST_DE79B80A,2024-12-11,2025-01-20,Sanctions screening alert,"Regulatory filing assessment, Source of wealth verification, External database screening, Management review, Transaction pattern analysis, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_F6A58675DC,CUST_DE79B80A,2025-01-02,2025-02-12,Sanctions screening alert,"Management review, Enhanced document collection, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_6037BCF802,CUST_DE79B80A,2025-01-20,2025-02-18,Elevated risk score,"Regulatory filing assessment, Source of wealth verification, External database screening, Management review, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,SAR Filed
EDD_82E5FBBB42,CUST_DE79B80A,2025-02-23,2025-03-11,Large value transactions,"Source of wealth verification, Transaction pattern analysis, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Robert Johnson,No filing required
EDD_38D7800F3A,CUST_DE79B80A,2025-03-17,2025-04-02,Sanctions screening alert,"Transaction pattern analysis, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_72C2B0B9BE,CUST_DE79B80A,2025-04-04,2025-04-28,PEP association identified,"Management review, Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,SAR Filed
EDD_5C8A1DFC52,CUST_DE79B80A,2025-05-11,2025-06-23,Elevated risk score,"Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis, External database screening, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_F2DED176FA,CUST_DE79B80A,2025-06-13,2025-07-12,Geographic risk factors,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_128F2408AB,CUST_DE79B80A,2025-07-01,2025-08-15,Geographic risk factors,"Beneficial ownership analysis, Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_9881892DDD,CUST_DE79B80A,2025-08-06,2025-08-31,Geographic risk factors,"Transaction pattern analysis, Source of wealth verification, External database screening, Regulatory filing assessment, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,James Wilson,No filing required
EDD_3875E99F11,CUST_DE79B80A,2025-09-07,2025-10-11,Geographic risk factors,"Source of wealth verification, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_65F534C5A6,CUST_DE79B80A,2025-10-15,2025-11-05,Sanctions screening alert,"Management review, Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_2970D3E16B,CUST_B472CE76,2023-08-16,2023-08-31,Geographic risk factors,"Management review, Beneficial ownership analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,William Taylor,SAR Filed
EDD_F1FC9E1D6F,CUST_E3FD6517,2022-04-09,2022-04-25,Unusual transaction patterns detected,"Enhanced document collection, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_9CDDCB7CC0,CUST_E3FD6517,2022-05-23,2022-06-11,PEP association identified,"Transaction pattern analysis, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_9FFF480AE0,CUST_E3FD6517,2022-07-06,2022-08-08,PEP association identified,"Source of wealth verification, Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,William Taylor,SAR Filed
EDD_15EC7568F6,CUST_E3FD6517,2022-08-11,2022-08-19,Large value transactions,"Transaction pattern analysis, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_11F821C24E,CUST_E3FD6517,2022-09-16,2022-10-01,Geographic risk factors,"Regulatory filing assessment, External database screening, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_366CDD4A6A,CUST_E3FD6517,2022-10-05,2022-10-15,PEP association identified,"Management review, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_5C060822CE,CUST_E3FD6517,2022-11-11,2022-11-28,PEP association identified,"External database screening, Beneficial ownership analysis, Management review, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,SAR Filed
EDD_EA2EE50310,CUST_E3FD6517,2022-12-22,2023-01-31,Sanctions screening alert,"Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis, Source of wealth verification, External database screening, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,SAR Filed
